chapter,verse,sanskrit,english,transliteration,verse_id
3,38,धूमेनाव्रियते वह्निर्यथादर्शो मलेन च |यथोल्बेनावृतो गर्भस्तथा तेनेदमावृतम् |,"As fire is covered by smoke, and a mirror by dust, and the embryo is covered by the womb, so is knowledge covered by desire. As a flame is covered by smoke, mirror by dirt, and embryo by the amnion, so is Knowledge covered by it.",dhūmenāvriyate vahniryathādarśo malena ca .yatholbenāvṛto garbhastathā tenedamāvṛtam,BG_3_38
3,39,आवृतं ज्ञानमेतेन ज्ञानिनो नित्यवैरिणा |कामरूपेण कौन्तेय दुष्पूरेणानलेन च |,"And, Arjuna, Knowledge stand covered by this eternal enemy of the wise, known as desire, which is insatiable like fire.",āvṛtaṃ jñānametena jñānino nityavairiṇā .kāmarūpeṇa kaunteya duṣpūreṇānalena ca,BG_3_39
3,43,एवं बुद्धेः परं बुद्ध्वा संस्तभ्यात्मानमात्मना |जहि शत्रुं महाबाहो कामरूपं दुरासदम् |,"Thus, Arjuna, knowing that which is higher than the intellect and subduing the mind by reason, kill this enemy in the form of Desire that is hard to overcome.",evaṃ buddheḥ paraṃ buddhvā saṃstabhyātmānamātmanā .jahi śatruṃ mahābāho kāmarūpaṃ durāsadam,BG_3_43
4,1,श्रीभगवानुवाच |इमं विवस्वते योगं प्रोक्तवानहमव्ययम् |विवस्वान्मनवे प्राह मनुरिक्ष्वाकवेऽब्रवीत् |,Shree Bhagavan said: I taught this immortal Yoga to Vivasvan; Vivasvan conveyed it to Manu; and Manu imparted it toIksvaku.,śrībhagavānuvāca .imaṃ vivasvate yogaṃ proktavānahamavyayam .vivasvānmanave prāha manurikṣvākave.abravīt,BG_4_1
4,2,एवं परम्पराप्राप्तमिमं राजर्षयो विदुः |स कालेनेह महता योगो नष्टः परन्तप |,"Thus transmitted in succession from father to son, Arjuna, this Yoga remained known to the Rajarsis. It has, however, long since disappeared from this earth.",evaṃ paramparāprāptamimaṃ rājarṣayo viduḥ .sa kāleneha mahatā yogo naṣṭaḥ parantapa,BG_4_2
4,3,स एवायं मया तेऽद्य योगः प्रोक्तः पुरातनः |भक्तोऽसि मे सखा चेति रहस्यं ह्येतदुत्तमम् |,"The same ancient Yoga has this day been imparted to you by Me, because you are My devotee and friend; and also because this is a supreme secret.",sa evāyaṃ mayā te.adya yogaḥ proktaḥ purātanaḥ .bhakto.asi me sakhā ceti rahasyaṃ hyetaduttamam,BG_4_3
4,4,अर्जुन उवाच |अपरं भवतो जन्म परं जन्म विवस्वतः |कथमेतद्विजानीयां त्वमादौ प्रोक्तवानिति |,"Arjuna said: You are of recent origin, while the birth of Vivasvan dates back to remote antiquity. How, then, am I to believe that You taught this Yoga at the beginning of creations?",arjuna uvāca .aparaṃ bhavato janma paraṃ janma vivasvataḥ .kathametadvijānīyāṃ tvamādau proktavāniti,BG_4_4
4,5,श्रीभगवानुवाच |बहूनि मे व्यतीतानि जन्मानि तव चार्जुन |तान्यहं वेद सर्वाणि न त्वं वेत्थ परन्तप |,"The Blessed Lord said: Many, many births both you and I have passed. I can remember all of them, but you cannot, O subduer of the enemy.",śrībhagavānuvāca .bahūni me vyatītāni janmāni tava cārjuna .tānyahaṃ veda sarvāṇi na tvaṃ vettha parantapa,BG_4_5
4,7,यदा यदा हि धर्मस्य ग्लानिर्भवति भारत |अभ्युत्थानमधर्मस्य तदात्मानं सृजाम्यहम् |,"Arjuna, whenever righteousness is on the decline, and unrighteousness is in the ascendant, then I body Myself forth.",yadā yadā hi dharmasya glānirbhavati bhārata .abhyutthānamadharmasya tadātmānaṃ sṛjāmyaham,BG_4_7
4,8,परित्राणाय साधूनां विनाशाय च दुष्कृताम् |धर्मसंस्थापनार्थाय सम्भवामि युगे युगे |,"For the protection of the virtuous, for the extirpation of evil-doers, and for establishing Dharmaon a firm footing, I born from age to age.",paritrāṇāya sādhūnāṃ vināśāya ca duṣkṛtām .dharmasaṃsthāpanārthāya sambhavāmi yuge yuge,BG_4_8
4,9,जन्म कर्म च मे दिव्यमेवं यो वेत्ति तत्त्वतः |त्यक्त्वा देहं पुनर्जन्म नैति मामेति सोऽर्जुन |,"Arjuna, My birth and activities are divine. he who knows this in reality is not reborn on leaving his body, but comes to Me.",janma karma ca me divyamevaṃ yo vetti tattvataḥ .tyaktvā dehaṃ punarjanma naiti māmeti so.arjuna,BG_4_9
4,10,वीतरागभयक्रोधा मन्मया मामुपाश्रिताः |बहवो ज्ञानतपसा पूता मद्भावमागताः |,"Completely rid of passion, fear and anger, wholly absorbed in me, depending on me, and purified by the penance of wisdom, many have become one with me even in the past.",vītarāgabhayakrodhā manmayā māmupāśritāḥ .bahavo jñānatapasā pūtā madbhāvamāgatāḥ,BG_4_10
4,12,काङ्क्षन्तः कर्मणां सिद्धिं यजन्त इह देवताः |क्षिप्रं हि मानुषे लोके सिद्धिर्भवति कर्मजा |,"In this world, the gods are eager for the success of works; indeed, in the human world, success is born of works. In this world of human beings; men seeking the fruition of their activities worship the gods; for success born of actions follow quickly.",kāṅkṣantaḥ karmaṇāṃ siddhiṃ yajanta iha devatāḥ .kṣipraṃ hi mānuṣe loke siddhirbhavati karmajā,BG_4_12
4,13,चातुर्वर्ण्यं मया सृष्टं गुणकर्मविभागशः |तस्य कर्तारमपि मां विद्ध्यकर्तारमव्ययम् |,The four orders of societywere created by Me classifying them according to the mode of Prakrti predominant in each and apportioning corresponding duties to them;,cāturvarṇyaṃ mayā sṛṣṭaṃ guṇakarmavibhāgaśaḥ .tasya kartāramapi māṃ viddhyakartāramavyayam,BG_4_13
4,14,न मां कर्माणि लिम्पन्ति न मे कर्मफले स्पृहा |इति मां योऽभिजानाति कर्मभिर्न स बध्यते |,"Since I have no craving for the fruit of actions; actions do not contaminate Me, Even he who thus knows Me in reality is not bound by actions.",na māṃ karmāṇi limpanti na me karmaphale spṛhā .iti māṃ yo.abhijānāti karmabhirna sa badhyate,BG_4_14
4,15,एवं ज्ञात्वा कृतं कर्म पूर्वैरपि मुमुक्षुभिः |कुरु कर्मैव तस्मात्त्वं पूर्वैः पूर्वतरं कृतम् |,"Having known thus, action was performed even by the ancient seekers for liberation; therefore do thou also perform action, as did the ancients in days of yore.",evaṃ jñātvā kṛtaṃ karma pūrvairapi mumukṣubhiḥ .kuru karmaiva tasmāttvaṃ pūrvaiḥ pūrvataraṃ kṛtam,BG_4_15
4,16,किं कर्म किमकर्मेति कवयोऽप्यत्र मोहिताः |तत्ते कर्म प्रवक्ष्यामि यज्ज्ञात्वा मोक्ष्यसेऽशुभात् |,"What is action and what is inaction? Even men of intelligence are puzzled over this question. Therefore, I shall expound to you the truth about action, knowing which you will be freed from its evil effect.",kiṃ karma kimakarmeti kavayo.apyatra mohitāḥ .tatte karma pravakṣyāmi yajjñātvā mokṣyase.aśubhāt,BG_4_16
4,17,कर्मणो ह्यपि बोद्धव्यं बोद्धव्यं च विकर्मणः |अकर्मणश्च बोद्धव्यं गहना कर्मणो गतिः |,The truth about action must be known and the truth of inaction also must be known; even so the truth about prohibited action must be known. For mysterious are the ways of action.,karmaṇo hyapi boddhavyaṃ boddhavyaṃ ca vikarmaṇaḥ .akarmaṇaśca boddhavyaṃ gahanā karmaṇo gatiḥ,BG_4_17
4,18,कर्मण्यकर्म यः पश्येदकर्मणि च कर्म यः |स बुद्धिमान्मनुष्येषु स युक्तः कृत्स्नकर्मकृत् |,"He who sees inaction in action, and action in inaction, is wise among men; he is a yogi, who has performed all action.",karmaṇyakarma yaḥ paśyedakarmaṇi ca karma yaḥ .sa buddhimānmanuṣyeṣu sa yuktaḥ kṛtsnakarmakṛt,BG_4_18
4,19,यस्य सर्वे समारम्भाः कामसङ्कल्पवर्जिताः |ज्ञानाग्निदग्धकर्माणं तमाहुः पण्डितं बुधाः |,"Even the wise call him a sage, whose undertaking are all free from desire and thoughts of the world, and whose actions are burnt up by the fire of wisdom.",yasya sarve samārambhāḥ kāmasaṅkalpavarjitāḥ .jñānāgnidagdhakarmāṇaṃ tamāhuḥ paṇḍitaṃ budhāḥ,BG_4_19
4,21,निराशीर्यतचित्तात्मा त्यक्तसर्वपरिग्रहः |शारीरं केवलं कर्म कुर्वन्नाप्नोति किल्बिषम् |,"Having subdued his mind and body, and given up all objects of enjoyment, and free from craving; he who performs sheer bodily actions, does not incur sin.",nirāśīryatacittātmā tyaktasarvaparigrahaḥ .śārīraṃ kevalaṃ karma kurvannāpnoti kilbiṣam,BG_4_21
4,22,यदृच्छालाभसन्तुष्टो द्वन्द्वातीतो विमत्सरः |समः सिद्धावसिद्धौ च कृत्वापि न निबध्यते |,"The Karmayogi, who is contented with whatever is got unsought, is free from jealousy and has transcended all pairs of opposites, and is balanced in success and failure, is not bound by his action.",yadṛcchālābhasantuṣṭo dvandvātīto vimatsaraḥ .samaḥ siddhāvasiddhau ca kṛtvāpi na nibadhyate,BG_4_22
4,23,गतसङ्गस्य मुक्तस्य ज्ञानावस्थितचेतसः |यज्ञायाचरतः कर्म समग्रं प्रविलीयते |,"All his actions melt away, who is free from attachment, whose mind is established in knowledge, and who performs actions for the sake of sacrifice.",gatasaṅgasya muktasya jñānāvasthitacetasaḥ .yajñāyācarataḥ karma samagraṃ pravilīyate,BG_4_23
4,24,ब्रह्मार्पणं ब्रह्म हविर्ब्रह्माग्नौ ब्रह्मणा हुतम् |ब्रह्मैव तेन गन्तव्यं ब्रह्मकर्मसमाधिना |,"In the practice of seeing Brahma everywhere as a form of sacrifice Brahma is the ladle; Brahma, again, is the oblation; Brahma is the fire, Brahma itself",brahmārpaṇaṃ brahma havirbrahmāgnau brahmaṇā hutam .brahmaiva tena gantavyaṃ brahmakarmasamādhinā,BG_4_24
4,26,श्रोत्रादीनीन्द्रियाण्यन्ये संयमाग्निषु जुह्वति |शब्दादीन्विषयानन्य इन्द्रियाग्निषु जुह्वति |,"Offer the sacrifice of the senses, beginning with the ears, to the self alone. Offer the sacrifice of the objects of the senses, beginning with sound, to the senses themselves.",śrotrādīnīndriyāṇyanye saṃyamāgniṣu juhvati .śabdādīnviṣayānanya indriyāgniṣu juhvati,BG_4_26
4,27,सर्वाणीन्द्रियकर्माणि प्राणकर्माणि चापरे |आत्मसंयमयोगाग्नौ जुह्वति ज्ञानदीपिते |,"Others sacrifice all the functions of their senses and the functions of the vital airs into the fire of Yoga in the shape of self-control, kindled by wisdom.",sarvāṇīndriyakarmāṇi prāṇakarmāṇi cāpare .ātmasaṃyamayogāgnau juhvati jñānadīpite,BG_4_27
4,29,अपाने जुह्वति प्राणं प्राणेऽपानं तथापरे |प्राणापानगती रुद्ध्वा प्राणायामपरायणाः |,"Other yogis offer the act of exhalation into that of inhalation even; so others, the act of inhalation into that of exhalation. There are still others given to the practice of Pranayama, who having regulated their diet and controlled the processes of exhalation and inhalation both pour their vital airs into the vital airs themselves.",apāne juhvati prāṇaṃ prāṇe.apānaṃ tathāpare .prāṇāpānagatī ruddhvā prāṇāyāmaparāyaṇāḥ,BG_4_29
4,31,यज्ञशिष्टामृतभुजो यान्ति ब्रह्म सनातनम् |नायं लोकोऽस्त्ययज्ञस्य कुतोऽन्यः कुरुसत्तम |,"Those who eat the remnants of sacrifices go to the eternal Brahman; this world does not exist for one who does not perform sacrifices, how then can there be any fruit for him, O best of the Kurus?",yajñaśiṣṭāmṛtabhujo yānti brahma sanātanam .nāyaṃ loko.astyayajñasya kuto.anyaḥ kurusattama,BG_4_31
4,32,एवं बहुविधा यज्ञा वितता ब्रह्मणो मुखे |कर्मजान्विद्धि तान्सर्वानेवं ज्ञात्वा विमोक्ष्यसे |,"Many such forms of sacrifice have been set forth in detail through the mouth of the Vedas. Knowing all these as actions of the mind, senses, and body, you shall be freed from all bondage of actions by performing them.",evaṃ bahuvidhā yajñā vitatā brahmaṇo mukhe .karmajānviddhi tānsarvānevaṃ jñātvā vimokṣyase,BG_4_32
4,33,श्रेयान्द्रव्यमयाद्यज्ञाज्ज्ञानयज्ञः परन्तप |सर्वं कर्माखिलं पार्थ ज्ञाने परिसमाप्यते |,"Arjuna, sacrifice through Knowledge is superior to sacrifice performed with material things. For all actions without exception culminate in Knowledge, O son of Kunti.",śreyāndravyamayādyajñājjñānayajñaḥ parantapa .sarvaṃ karmākhilaṃ pārtha jñāne parisamāpyate,BG_4_33
4,34,तद्विद्धि प्रणिपातेन परिप्रश्नेन सेवया |उपदेक्ष्यन्ति ते ज्ञानं ज्ञानिनस्तत्त्वदर्शिनः |,"Understand the true nature of that Knowledge by approaching illumined soul. If you prostrate at their feet, render them service, and question them with an open and guileless heart, those wise seers of Truth will instruct you in that Knowledge.",tadviddhi praṇipātena paripraśnena sevayā .upadekṣyanti te jñānaṃ jñāninastattvadarśinaḥ,BG_4_34
4,35,यज्ज्ञात्वा न पुनर्मोहमेवं यास्यसि पाण्डव |येन भूतान्यशेषेण द्रक्ष्यस्यात्मन्यथो मयि (var अशेषाणि) |,"Arjuna, when you have reached enlightenment, ignorance will delude you no more. In the light of that Knowledge you will see the entire creation first within your own self, and then in Me.",yajjñātvā na punarmohamevaṃ yāsyasi pāṇḍava .yena bhūtānyaśeṣāṇi drakṣyasyātmanyatho mayi,BG_4_35
4,36,अपि चेदसि पापेभ्यः सर्वेभ्यः पापकृत्तमः |सर्वं ज्ञानप्लवेनैव वृजिनं सन्तरिष्यसि |,"Even though you were the foulest of all sinners, this Knowledge alone would carry you, like a raft, across all your sin.",api cedasi pāpebhyaḥ sarvebhyaḥ pāpakṛttamaḥ .sarvaṃ jñānaplavenaiva vṛjinaṃ santariṣyasi,BG_4_36
4,37,यथैधांसि समिद्धोऽग्निर्भस्मसात्कुरुतेऽर्जुन |ज्ञानाग्निः सर्वकर्माणि भस्मसात्कुरुते तथा |,"For as the blazing fire turns the fuel to ashes, Arjuna, even so the fire of Knowledge turns all actions to ashes.",yathaidhāṃsi samiddho.agnirbhasmasātkurute.arjuna .jñānāgniḥ sarvakarmāṇi bhasmasātkurute tathā,BG_4_37
4,38,न हि ज्ञानेन सदृशं पवित्रमिह विद्यते |तत्स्वयं योगसंसिद्धः कालेनात्मनि विन्दति |,"On earth there is no purifier as great as Knowledge, he who has attained purity of heart through a prolonged practice of Karmayoga automatically sees the light of Truth in the self in course of time.",na hi jñānena sadṛśaṃ pavitramiha vidyate .tatsvayaṃ yogasaṃsiddhaḥ kālenātmani vindati,BG_4_38
4,39,श्रद्धावाँल्लभते ज्ञानं तत्परः संयतेन्द्रियः |ज्ञानं लब्ध्वा परां शान्तिमचिरेणाधिगच्छति |,"The faithful, the devoted, and the self-controlled attain knowledge; having obtained knowledge, they soon reach supreme peace.",śraddhāvā.Nllabhate jñānaṃ tatparaḥ saṃyatendriyaḥ .jñānaṃ labdhvā parāṃ śāntimacireṇādhigacchati,BG_4_39
4,42,तस्मादज्ञानसम्भूतं हृत्स्थं ज्ञानासिनात्मनः |छित्त्वैनं संशयं योगमातिष्ठोत्तिष्ठ भारत |,"Therefore, Arjuna, slashing to pieces, with the sword of wisdom, the doubt born of ignorance in your heart, stand firm in the yoga of equanimity and prepare for battle, O Bharata.",tasmādajñānasambhūtaṃ hṛtsthaṃ jñānāsinātmanaḥ .chittvainaṃ saṃśayaṃ yogamātiṣṭhottiṣṭha bhārata,BG_4_42
5,1,अर्जुन उवाच |संन्यासं कर्मणां कृष्ण पुनर्योगं च शंससि |यच्छ्रेय एतयोरेकं तन्मे ब्रूहि सुनिश्चितम् |,"Arjuna said Krishna, you extol sankhyayogaand then the yoga of Action. Pray tell me which of the two is decidedly conducive to my good.",arjuna uvāca .saṃnyāsaṃ karmaṇāṃ kṛṣṇa punaryogaṃ ca śaṃsasi .yacchreya etayorekaṃ tanme brūhi suniścitam,BG_5_1
5,4,साङ्ख्ययोगौ पृथग्बालाः प्रवदन्ति न पण्डिताः |एकमप्यास्थितः सम्यगुभयोर्विन्दते फलम् |,"It is the ignorant, not the wise, who say that Sankhyayoga and Karmayoga lead to divergent results. For one who is firmly established in either gets the fruit of both",sāṅkhyayogau pṛthagbālāḥ pravadanti na paṇḍitāḥ .ekamapyāsthitaḥ samyagubhayorvindate phalam,BG_5_4
5,6,संन्यासस्तु महाबाहो दुःखमाप्तुमयोगतः |योगयुक्तो मुनिर्ब्रह्म नचिरेणाधिगच्छति |,"Without Karmayoga, however, Sankhyayogais difficult to accomplish; whereas the Karmayogi, who keeps his mind fixed on God, reaches Brahma in no time, Arjuna.",saṃnyāsastu mahābāho duḥkhamāptumayogataḥ .yogayukto munirbrahma nacireṇādhigacchati,BG_5_6
5,7,योगयुक्तो विशुद्धात्मा विजितात्मा जितेन्द्रियः |सर्वभूतात्मभूतात्मा कुर्वन्नपि न लिप्यते |,"The Karamayogi, who has fully conquered his mind and mastered his senses, whose heart is pure, and who has identified himself with the self of all beings, remains untainted, even though performing action.",yogayukto viśuddhātmā vijitātmā jitendriyaḥ .sarvabhūtātmabhūtātmā kurvannapi na lipyate,BG_5_7
5,8,नैव किञ्चित्करोमीति युक्तो मन्येत तत्त्ववित् |पश्यञ्शृण्वन्स्पृशञ्जिघ्रन्नश्नन्गच्छन्स्वपञ्श्वसन् |,"The Sankhyayogi, however, who knows the reality of things, must believe, even though seeing, hearing, touching, smelling, eating or drinking, walking, sleeping, breathing, that he does nothing.",naiva kiñcitkaromīti yukto manyeta tattvavit .paśyañśruṇvanspṛśañjighrannaśnangacchansvapañśvasan,BG_5_8
5,9,प्रलपन्विसृजन्गृह्णन्नुन्मिषन्निमिषन्नपि |इन्द्रियाणीन्द्रियार्थेषु वर्तन्त इति धारयन् |,"Speaking, letting go, grasping, opening or closing the eyes — holding that it is only the senses moving among their objects, he believes that he does nothing.",pralapanvisṛjangṛhṇannunmiṣannimiṣannapi .indriyāṇīndriyārtheṣu vartanta iti dhārayan,BG_5_9
5,10,ब्रह्मण्याधाय कर्माणि सङ्गं त्यक्त्वा करोति यः |लिप्यते न स पापेन पद्मपत्रमिवाम्भसा |,"He who performs his duties, abandoning attachment and dedicating all actions to the Supreme, is not tainted by sin, just as a lotus leaf is untouched by water. He who acts offering all actions to God, and shaking off attachment, remains untouched by sin, as the lotus leaf by water.",brahmaṇyādhāya karmāṇi saṅgaṃ tyaktvā karoti yaḥ .lipyate na sa pāpena padmapatramivāmbhasā,BG_5_10
5,11,कायेन मनसा बुद्ध्या केवलैरिन्द्रियैरपि |योगिनः कर्म कुर्वन्ति सङ्गं त्यक्त्वात्मशुद्धये |,"The Karmayogis perform action only with their senses, mind, intellect and body as well, withdrawing the feeling of mine in respect of them and shaking off attachment simply for the sake of self-purification.",kāyena manasā buddhyā kevalairindriyairapi .yoginaḥ karma kurvanti saṅgaṃ tyaktvātmaśuddhaye,BG_5_11
5,12,युक्तः कर्मफलं त्यक्त्वा शान्तिमाप्नोति नैष्ठिकीम् |अयुक्तः कामकारेण फले सक्तो निबध्यते |,"One who is devoted to the path of selfless action attains lasting peace; one who is attached to the fruits of actions is bound by them. Offering the fruit of actions to God, the Karmayogi attains everlasting peace in the shape of God-Realization; whereas he who works with a selfish motive, being attached to the fruit of action through desire, gets tied down.",yuktaḥ karmaphalaṃ tyaktvā śāntimāpnoti naiṣṭhikīm .ayuktaḥ kāmakāreṇa phale sakto nibadhyate,BG_5_12
5,13,सर्वकर्माणि मनसा संन्यस्यास्ते सुखं वशी |नवद्वारे पुरे देही नैव कुर्वन्न कारयन् |,"The self-controlled Sankhyayoga, doing nothing himself and getting nothing done by others, rests happily in God, the embodiment, neither acting nor causing othersto act",sarvakarmāṇi manasā saṃnyasyāste sukhaṃ vaśī .navadvāre pure dehī naiva kurvanna kārayan,BG_5_13
5,14,न कर्तृत्वं न कर्माणि लोकस्य सृजति प्रभुः |न कर्मफलसंयोगं स्वभावस्तु प्रवर्तते |,"God determines not the doership nor the doings of men, nor even their contact with the fruit of actions; but it is Nature alone that functions.",na kartṛtvaṃ na karmāṇi lokasya sṛjati prabhuḥ .na karmaphalasaṃyogaṃ svabhāvastu pravartate,BG_5_14
5,15,नादत्ते कस्यचित्पापं न चैव सुकृतं विभुः |अज्ञानेनावृतं ज्ञानं तेन मुह्यन्ति जन्तवः |,The omnipresent God does not receive the virtue or sin of anyone. Knowledge is enveloped in ignorance; hence it is that beings are constantly falling a prey to delusion.,nādatte kasyacitpāpaṃ na caiva sukṛtaṃ vibhuḥ .ajñānenāvṛtaṃ jñānaṃ tena muhyanti jantavaḥ,BG_5_15
5,16,ज्ञानेन तु तदज्ञानं येषां नाशितमात्मनः |तेषामादित्यवज्ज्ञानं प्रकाशयति तत्परम् |,"In the case, however, to those whose said ignorance has been set aside by true Knowledge of god, that wisdom shining like the sun reveals the supreme.",jñānena tu tadajñānaṃ yeṣāṃ nāśitamātmanaḥ .teṣāmādityavajjñānaṃ prakāśayati tatparam,BG_5_16
5,18,विद्याविनयसम्पन्ने ब्राह्मणे गवि हस्तिनि |शुनि चैव श्वपाके च पण्डिताः समदर्शिनः |,"The wise look with the same eye on a Brahmana endowed with learning and culture, a cow, an elephant, a dog, and a pariah too.",vidyāvinayasampanne brāhmaṇe gavi hastini .śuni caiva śvapāke ca paṇḍitāḥ samadarśinaḥ,BG_5_18
5,19,इहैव तैर्जितः सर्गो येषां साम्ये स्थितं मनः |निर्दोषं हि समं ब्रह्म तस्माद् ब्रह्मणि ते स्थिताः |,"Even here is the mortal plane conquered by those whose mind is established in unity; since the Absolute is untouched by evil and knows no distinction, hence they are established in the Eternal.",ihaiva tairjitaḥ sargo yeṣāṃ sāmye sthitaṃ manaḥ .nirdoṣaṃ hi samaṃ brahma tasmād brahmaṇi te sthitāḥ,BG_5_19
5,20,न प्रहृष्येत्प्रियं प्राप्य नोद्विजेत्प्राप्य चाप्रियम् |स्थिरबुद्धिरसम्मूढो ब्रह्मविद् ब्रह्मणि स्थितः |,"One who, having obtained the beloved, does not rejoice, and having obtained the unlovely, is not disturbed; that steady-minded, unbewildered knower of Brahman is ever established in the One Supreme Spirit.",na prahṛṣyetpriyaṃ prāpya nodvijetprāpya cāpriyam .sthirabuddhirasammūḍho brahmavid brahmaṇi sthitaḥ,BG_5_20
5,21,बाह्यस्पर्शेष्वसक्तात्मा विन्दत्यात्मनि यत्सुखम् |स ब्रह्मयोगयुक्तात्मा सुखमक्षयमश्नुते |,"He whose mind remains unattached to sense-objects, derives through meditation the Sattvika joy which dwells in the mind; then that Yogi, having completely identified himself through meditation with Brahma enjoys eternal Bliss.",bāhyasparśeṣvasaktātmā vindatyātmani yatsukham .sa brahmayogayuktātmā sukhamakṣayamaśnute,BG_5_21
5,22,ये हि संस्पर्शजा भोगा दुःखयोनय एव ते |आद्यन्तवन्तः कौन्तेय न तेषु रमते बुधः |,"The pleasures which are born of sense-contacts are verily a source of suffering only. They have a beginning and an end. Arjuna, it is for this reason that a wise man does not indulge in them.",ye hi saṃsparśajā bhogā duḥkhayonaya eva te .ādyantavantaḥ kaunteya na teṣu ramate budhaḥ,BG_5_22
5,23,शक्नोतीहैव यः सोढुं प्राक्शरीरविमोक्षणात् |कामक्रोधोद्भवं वेगं स युक्तः स सुखी नरः |,"He who is able to endure the force of desire and anger born of the mind before the destruction of the body, he is a yogi and he is happy.",śaknotīhaiva yaḥ soḍhuṃ prākśarīravimokṣaṇāt .kāmakrodhodbhavaṃ vegaṃ sa yuktaḥ sa sukhī naraḥ,BG_5_23
5,25,लभन्ते ब्रह्मनिर्वाणमृषयः क्षीणकल्मषाः |छिन्नद्वैधा यतात्मानः सर्वभूतहिते रताः |,"The seers whose sins have been wiped out, whose doubts have been dispelled by Knowledge, whose disciplined mind is firmly established in God and who are actively engaged in the service of all beings, attain Brahma, who is all peace.",labhante brahmanirvāṇamṛṣayaḥ kṣīṇakalmaṣāḥ .chinnadvaidhā yatātmānaḥ sarvabhūtahite ratāḥ,BG_5_25
5,26,कामक्रोधवियुक्तानां यतीनां यतचेतसाम् |अभितो ब्रह्मनिर्वाणं वर्तते विदितात्मनाम् |,"To those wise men who are free from lust and anger, who have subdued their mind and have realized the Supreme Brahman, the all-pervading peaceful Supreme Brahman is present everywhere.",kāmakrodhaviyuktānāṃ yatīnāṃ yatacetasām .abhito brahmanirvāṇaṃ vartate viditātmanām,BG_5_26
5,28,यतेन्द्रियमनोबुद्धिर्मुनिर्मोक्षपरायणः |विगतेच्छाभयक्रोधो यः सदा मुक्त एव सः |,"he who has brought his senses, mind and intellect under control, who is devoted to liberation, free from desire, fear and anger, he is always free.",yatendriyamanobuddhirmunirmokṣaparāyaṇaḥ .vigatecchābhayakrodho yaḥ sadā mukta eva saḥ,BG_5_28
5,29,भोक्तारं यज्ञतपसां सर्वलोकमहेश्वरम् |सुहृदं सर्वभूतानां ज्ञात्वा मां शान्तिमृच्छति |,"Having Known Me in reality as the enjoyer of all sacrifices and austerities, the supreme Lord of all the worlds, and the disinterested friend of all beings, My devotee attains peace.",bhoktāraṃ yajñatapasāṃ sarvalokamaheśvaram .suhṛdaṃ sarvabhūtānāṃ jñātvā māṃ śāntimṛcchati,BG_5_29
6,1,श्रीभगवानुवाच |अनाश्रितः कर्मफलं कार्यं कर्म करोति यः |स संन्यासी च योगी च न निरग्निर्न चाक्रियः |,"Shree Bhagavan said: he who does his duty without expecting the fruit of actions is a Samnyasiand a Yogiboth. He is no Samnyasiwho has merely renounced the sacred fire; even so he is no Yogi, who has merely given up all activity.",śrībhagavānuvāca .anāśritaḥ karmaphalaṃ kāryaṃ karma karoti yaḥ .sa saṃnyāsī ca yogī ca na niragnirna cākriyaḥ,BG_6_1
6,2,यं संन्यासमिति प्राहुर्योगं तं विद्धि पाण्डव |न ह्यसंन्यस्तसङ्कल्पो योगी भवति कश्चन |,"Arjuna, you must know that what they call Samnyasa is no other than Yoga; for none becomes a Yogi, who has not given up thoughts of the world.",yaṃ saṃnyāsamiti prāhuryogaṃ taṃ viddhi pāṇḍava .na hyasaṃnyastasaṅkalpo yogī bhavati kaścana,BG_6_2
6,3,आरुरुक्षोर्मुनेर्योगं कर्म कारणमुच्यते |योगारूढस्य तस्यैव शमः कारणमुच्यते |,"To the contemplative soul who desires to ascend to Yoga, action is said to be the cause; to him who is attached to Yoga, peace is said to be the cause.",ārurukṣormuneryogaṃ karma kāraṇamucyate .yogārūḍhasya tasyaiva śamaḥ kāraṇamucyate,BG_6_3
6,4,यदा हि नेन्द्रियार्थेषु न कर्मस्वनुषज्जते |सर्वसङ्कल्पसंन्यासी योगारूढस्तदोच्यते |,"When a man ceases to have any attachment either for the objects of senses or for actions, and has renounced all thoughts of the world, he is said to have climbed to the heights of Yoga.",yadā hi nendriyārtheṣu na karmasvanuṣajjate .sarvasaṅkalpasaṃnyāsī yogārūḍhastadocyate,BG_6_4
6,7,जितात्मनः प्रशान्तस्य परमात्मा समाहितः |शीतोष्णसुखदुःखेषु तथा मानापमानयोः |,"The Supreme Spirit is rooted in the knowledge of the self-controlled man whose mind is perfectly serene in the midst of pairs of opposites, such as cold and heat, joy and sorrow, and honour and ignominy.",jitātmanaḥ praśāntasya paramātmā samāhitaḥ .śītoṣṇasukhaduḥkheṣu tathā mānāpamānayoḥ,BG_6_7
6,8,ज्ञानविज्ञानतृप्तात्मा कूटस्थो विजितेन्द्रियः |युक्त इत्युच्यते योगी समलोष्टाश्मकाञ्चनः |,"The Yogi whose heart is fully satisfied with both Jñanaand Vijñana, who is steady and free from delusion, who has mastered his senses, and to whom earth, stone, and gold are alike—such a Yogi is said to be united with God.",jñānavijñānatṛptātmā kūṭastho vijitendriyaḥ .yukta ityucyate yogī samaloṣṭāśmakāñcanaḥ,BG_6_8
