query_id,query,positive,negative,positive_id,negative_id,query_language
BG_6_38_sa_en,कच्चिन्नोभयविभ्रष्टश्छिन्नाभ्रमिव नश्यति |अप्रतिष्ठो महाबाहो विमूढो ब्रह्मणः पथि |,"Krishna, strayed from the path leading to God-Realization and without anything to stand upon, is he not lost like the torn cloud, deprived of both God-Realization and heavenly enjoyment?","One who, having obtained the beloved, does not rejoice, and having obtained the unlovely, is not disturbed; that steady-minded, unbewildered knower of Brahman is ever established in the One Supreme Spirit.",BG_6_38,BG_5_20,sanskrit
BG_6_39_sa_en,एतन्मे संशयं कृष्ण छेत्तुमर्हस्यशेषतः |त्वदन्यः संशयस्यास्य छेत्ता न ह्युपपद्यते |,"Krishna, it behoves You to slash this doubt of mine completely; for none other than You can be found, who can tear this doubt.","Krishna, I believe as true all that You tell me, Lord, neither demons nor gods are aware of Your manifestation through sport.",BG_6_39,BG_10_14,sanskrit
BG_6_40_sa_en,श्रीभगवानुवाच |पार्थ नैवेह नामुत्र विनाशस्तस्य विद्यते |न हि कल्याणकृत्कश्चिद् दुर्गतिं तात गच्छति |,"Shree Bhagavan said: Dear Arjuna, there is no fall for him either here or herafter. For none who strives for self-redemptionever meets with evil destiny.","Arjuna, My birth and activities are divine. he who knows this in reality is not reborn on leaving his body, but comes to Me.",BG_6_40,BG_4_9,sanskrit
BG_6_41_sa_en,प्राप्य पुण्यकृतां लोकानुषित्वा शाश्वतीः समाः |शुचीनां श्रीमतां गेहे योगभ्रष्टोऽभिजायते |,"Having attained the worlds of the righteous, the virtuous dwell there for a long time, and then the fallen yogi is born again in the house of the pure and prosperous.","He who is able to endure the force of desire and anger born of the mind before the destruction of the body, he is a yogi and he is happy.",BG_6_41,BG_5_23,sanskrit
BG_6_42_sa_en,अथवा योगिनामेव कुले भवति धीमताम् |एतद्धि दुर्लभतरं लोके जन्म यदीदृशम् |,Orhe is born in the family of enlightened Yogis; but such a birth in this world is very difficult to obtain.,"Having attained the worlds of the righteous, the virtuous dwell there for a long time, and then the fallen yogi is born again in the house of the pure and prosperous.",BG_6_42,BG_6_41,sanskrit
BG_6_43_sa_en,तत्र तं बुद्धिसंयोगं लभते पौर्वदेहिकम् |यतते च ततो भूयः संसिद्धौ कुरुनन्दन |,"There he attains the union of intellect, born of the merits of past lives; and then he strives again, O Kurunandana, for perfection.","In the case, however, to those whose said ignorance has been set aside by true Knowledge of god, that wisdom shining like the sun reveals the supreme.",BG_6_43,BG_5_16,sanskrit
BG_6_44_sa_en,पूर्वाभ्यासेन तेनैव ह्रियते ह्यवशोऽपि सः |जिज्ञासुरपि योगस्य शब्दब्रह्मातिवर्तते |,"The other one, though under the sway of his senses, feels drawn towards God by force of the habit acquired in his previous birth; nay, even the seeker of enlightenment on Yogatranscends the fruit of actions performed with some interested motive as laid down in the vedas.","He who is able to endure the force of desire and anger born of the mind before the destruction of the body, he is a yogi and he is happy.",BG_6_44,BG_5_23,sanskrit
BG_6_45_sa_en,प्रयत्नाद्यतमानस्तु योगी संशुद्धकिल्बिषः |अनेकजन्मसंसिद्धस्ततो याति परां गतिम् |,"The Yogi, however, who dilligently takes up the practice attains perfection in this very life with the help of latencies of many births, and being thoroughly purged of sin, forthwith reaches the supreme state.","He who sees inaction in action, and action in inaction, is wise among men; he is a yogi, who has performed all action.",BG_6_45,BG_4_18,sanskrit
BG_6_46_sa_en,तपस्विभ्योऽधिको योगी ज्ञानिभ्योऽपि मतोऽधिकः |कर्मिभ्यश्चाधिको योगी तस्माद्योगी भवार्जुन |,"The yogi is superior to the ascetics; he is regarded as superior even to those versed in sacred lore. The Yogi is also superior to those who perform action with some interested motive. Therefore, Arjuna, do you become a Yogi.","He who sees inaction in action, and action in inaction, is wise among men; he is a yogi, who has performed all action.",BG_6_46,BG_4_18,sanskrit
BG_6_47_sa_en,योगिनामपि सर्वेषां मद्गतेनान्तरात्मना |श्रद्धावान्भजते यो मां स मे युक्ततमो मतः |,"Of all Yogis, again, he who devoutly worship Me with his mind focussed on Me is considered by Me to be the best Yogi.","The Yogi who is established in union with Me, and worships Me as residing in all beings; abides in Me; no matter what he does.",BG_6_47,BG_6_31,sanskrit
BG_7_1_sa_en,श्रीभगवानुवाच |मय्यासक्तमनाः पार्थ योगं युञ्जन्मदाश्रयः |असंशयं समग्रं मां यथा ज्ञास्यसि तच्छृणु |,"Shree Bhagavan said: Arjuna, now listen how with the mind attached to Meand practising Yoga with absolute dependence on Me, you will know Me (the","O Lord, if You think that it is possible for me to behold that form by me, then show me that imperishable form, O Lord of Yoga.",BG_7_1,BG_11_4,sanskrit
BG_7_2_sa_en,ज्ञानं तेऽहं सविज्ञानमिदं वक्ष्याम्यशेषतः |यज्ज्ञात्वा नेह भूयोऽन्यज्ज्ञातव्यमवशिष्यते |,"I shall unfold to you in its entirety this wisdomalong with the Knowledge of the qualified aspect of God, having known which nothing else remains yet to be known in this world.","For I am the enjoyer and also the lord of all sacrifices; but they know Me not in reality, hence they fall.",BG_7_2,BG_9_24,sanskrit
BG_7_4_sa_en,भूमिरापोऽनलो वायुः खं मनो बुद्धिरेव च |अहंकार इतीयं मे भिन्ना प्रकृतिरष्टधा |,"Earth, water, fire, air, ether, mind, reason and also ego; these constitute My nature eightfold.","This indeed is My lowernature; the other than this, by which the whole universe is sustained, know it to be My highernature in the form of Jiva, O Arjuna.",BG_7_4,BG_7_5,sanskrit
BG_7_5_sa_en,अपरेयमितस्त्वन्यां प्रकृतिं विद्धि मे पराम् |जीवभूतां महाबाहो ययेदं धार्यते जगत् |,"This indeed is My lowernature; the other than this, by which the whole universe is sustained, know it to be My highernature in the form of Jiva, O Arjuna.",In this world that great soul has no use whatsoever for things done nor for things not done; nor has he selfish dependence of any kind on any creature.,BG_7_5,BG_3_18,sanskrit
BG_7_6_sa_en,एतद्योनीनि भूतानि सर्वाणीत्युपधारय |अहं कृत्स्नस्य जगतः प्रभवः प्रलयस्तथा |,"Arjuna, know that all beings have evolved from this twofold Prakrti, and that I am the source of the entire creation, and into Me again it disappears.","This indeed is My lowernature; the other than this, by which the whole universe is sustained, know it to be My highernature in the form of Jiva, O Arjuna.",BG_7_6,BG_7_5,sanskrit
BG_7_7_sa_en,मत्तः परतरं नान्यत्किञ्चिदस्ति धनञ्जय |मयि सर्वमिदं प्रोतं सूत्रे मणिगणा इव |,"There is nothing else besides Me, Arjuna. Like clusters of yarn-beads formed by knots on a thread, all this is threaded on Me.","Having restrained all the senses, even-minded everywhere, intent on the welfare of all beings verily they also come unto Me",BG_7_7,BG_12_4,sanskrit
BG_7_8_sa_en,रसोऽहमप्सु कौन्तेय प्रभास्मि शशिसूर्ययोः |प्रणवः सर्ववेदेषु शब्दः खे पौरुषं नृषु |,"Arjuna, I am the sapidity in water and the light of the moon and the sun; I am the sacred syllable OM in all the Vedas, the sound in ether; and the manliness in men.","Among all trees, I am the Asvattha; among the celestial sages, Narada; among the Gandharvas, Citraratha; and among the Siddhas, I am the sage Kapila.",BG_7_8,BG_10_26,sanskrit
BG_7_10_sa_en,बीजं मां सर्वभूतानां विद्धि पार्थ सनातनम् |बुद्धिर्बुद्धिमतामस्मि तेजस्तेजस्विनामहम् |,"Arjuna, know Me the eternal seed of all beings. I am the intelligence of the intelligent; the glory of the glorious am I.","This indeed is My lowernature; the other than this, by which the whole universe is sustained, know it to be My highernature in the form of Jiva, O Arjuna.",BG_7_10,BG_7_5,sanskrit
BG_7_11_sa_en,बलं बलवतां चाहं कामरागविवर्जितम् |धर्माविरुद्धो भूतेषु कामोऽस्मि भरतर्षभ |,"O best of the Bharatas, I am the strength of the strong, devoid of desire and passion; and I am the desire in beings, not opposed to dharma.","The devotees who worship the gods with faith and perform sacrifices, they also worship Me, O son of Kunti, performing their duties in the prescribed manner.",BG_7_11,BG_9_23,sanskrit
BG_7_12_sa_en,ये चैव सात्त्विका भावा राजसास्तामसाश्च ये |मत्त एवेति तान्विद्धि न त्वहं तेषु ते मयि |,"Whatever other entities there are, born of Sattva, and those that are born of Rajasand Tamas, know them all as evolved from Me alone. In reality, however, neither do I exist in them, nor they in Me.","Arjuna, My birth and activities are divine. he who knows this in reality is not reborn on leaving his body, but comes to Me.",BG_7_12,BG_4_9,sanskrit
BG_7_13_sa_en,त्रिभिर्गुणमयैर्भावैरेभिः सर्वमिदं जगत् |मोहितं नाभिजानाति मामेभ्यः परमव्ययम् |,"The whole of this creation is deluded by these objects evolved from the three modes of Prakrti-Sattva, Rajas and Tamas; that is why the world fails to recognize Me, standing apart from these and imperishable.","O Slayer of Madhu, I do not want to kill them, though they should slay me, even for the throne of the three worlds; how much the less from earthly lordship!",BG_7_13,BG_1_35,sanskrit
BG_7_14_sa_en,दैवी ह्येषा गुणमयी मम माया दुरत्यया |मामेव ये प्रपद्यन्ते मायामेतां तरन्ति ते |,"This divine energy of Mine, consisting of the three modes of material nature, is difficult to overcome. But those who have surrendered unto Me alone can cross beyond it.","But the results of their worship are limited and perishable; those who worship the gods go to the gods, but My devotees ultimately come to Me.",BG_7_14,BG_7_23,sanskrit
BG_7_15_sa_en,न मां दुष्कृतिनो मूढाः प्रपद्यन्ते नराधमाः |माययापहृतज्ञाना आसुरं भावमाश्रिताः |,"Those whose wisdom has been carried away by Maya, and who have embraced the demoniac nature, such foolish and vile men of evil deeds do not adore Me.","Since I have no craving for the fruit of actions; actions do not contaminate Me, Even he who thus knows Me in reality is not bound by actions.",BG_7_15,BG_4_14,sanskrit
BG_7_17_sa_en,तेषां ज्ञानी नित्ययुक्त एकभक्तिर्विशिष्यते |प्रियो हि ज्ञानिनोऽत्यर्थमहं स च मम प्रियः |,"Of these best is the man of wisdom, ever established in indentity with Me and possessed of exclusive devotion. For I am extremely dear to the wise man, and he is extremely dear to me.","Thus the truth of the Ksetra and knowledge, as well as of the object worth knowing, God has been briefly discussed; knowing this in reality, My devotee enters into My Being.",BG_7_17,BG_13_19,sanskrit
BG_7_18_sa_en,उदाराः सर्व एवैते ज्ञानी त्वात्मैव मे मतम् |आस्थितः स हि युक्तात्मा मामेवानुत्तमां गतिम् |,"Indeed all these are noble, but the man of wisdom is My very self: such is My view. For such a devotee, who has his mind and intellect merged in Me, is firmly established in Me alone, the highest goal.","This indeed is My lowernature; the other than this, by which the whole universe is sustained, know it to be My highernature in the form of Jiva, O Arjuna.",BG_7_18,BG_7_5,sanskrit
BG_7_20_sa_en,कामैस्तैस्तैर्हृतज्ञानाः प्रपद्यन्तेऽन्यदेवताः |तं तं नियममास्थाय प्रकृत्या नियताः स्वया |,"Those whose wisdom has been carried away by various desires, being prompted by their own nature, worship other deities adopting rules relating to each.","The Karamayogi, who has fully conquered his mind and mastered his senses, whose heart is pure, and who has identified himself with the self of all beings, remains untainted, even though performing action.",BG_7_20,BG_5_7,sanskrit
BG_7_21_sa_en,यो यो यां यां तनुं भक्तः श्रद्धयार्चितुमिच्छति |तस्य तस्याचलां श्रद्धां तामेव विदधाम्यहम् |,"Whatever celestial form a devoteeworships with faith, I make that faith of his steady.",Endowed with such faith he worship that particular deity and obtains through him without doubt his desired enjoyments as ordained by Myself.,BG_7_21,BG_7_22,sanskrit
BG_7_22_sa_en,स तया श्रद्धया युक्तस्तस्याराधनमीहते |लभते च ततः कामान्मयैव विहितान्हि तान् |,Endowed with such faith he worship that particular deity and obtains through him without doubt his desired enjoyments as ordained by Myself.,"There he attains the union of intellect, born of the merits of past lives; and then he strives again, O Kurunandana, for perfection.",BG_7_22,BG_6_43,sanskrit
BG_7_23_sa_en,अन्तवत्तु फलं तेषां तद्भवत्यल्पमेधसाम् |देवान्देवयजो यान्ति मद्भक्ता यान्ति मामपि |,"But the results of their worship are limited and perishable; those who worship the gods go to the gods, but My devotees ultimately come to Me.","The devotees who worship the gods with faith and perform sacrifices, they also worship Me, O son of Kunti, performing their duties in the prescribed manner.",BG_7_23,BG_9_23,sanskrit
BG_7_24_sa_en,अव्यक्तं व्यक्तिमापन्नं मन्यन्ते मामबुद्धयः |परं भावमजानन्तो ममाव्ययमनुत्तमम् |,"Not knowing My unsurpassable and undecaying supreme nature, the ignorant believe Me, the supreme Spirit beyond the reach of mind and senses, the embodiment of Truth, Knowledge and Bliss, to have assumed a finite form through birth.","Since I have no craving for the fruit of actions; actions do not contaminate Me, Even he who thus knows Me in reality is not bound by actions.",BG_7_24,BG_4_14,sanskrit
BG_7_25_sa_en,नाहं प्रकाशः सर्वस्य योगमायासमावृतः |मूढोऽयं नाभिजानाति लोको मामजमव्ययम् |,"Veiled by My Yogamaya; I am not manifest to all. Hence these ignorant folk fail to recognize Me, the unborn and imperishable Supreme Deity.","The Yogi who is established in union with Me, and worships Me as residing in all beings; abides in Me; no matter what he does.",BG_7_25,BG_6_31,sanskrit
BG_7_27_sa_en,इच्छाद्वेषसमुत्थेन द्वन्द्वमोहेन भारत |सर्वभूतानि सम्मोहं सर्गे यान्ति परन्तप |,"O valiant Arjuna, through delusion in the shape of pairs of opposites, born of desire and hatred, all living creatures in this world are falling a prey to infatuation.","Die, and you will win heaven; conquer, and you enjoy sovereignty of the earth; therefore, stand up, Arjuna, determined to fight.",BG_7_27,BG_2_37,sanskrit
BG_7_28_sa_en,येषां त्वन्तगतं पापं जनानां पुण्यकर्मणाम् |ते द्वन्द्वमोहनिर्मुक्ता भजन्ते मां दृढव्रताः |,"But those who have their sins destroyed by performing the best actions without attachment, they, freed from delusion born of desire and hatred, worship Me with firm determination.","If You are unequal even to the pursuit of such practice, be intent to work for Me; you shall attain perfectioneven by performing actions for My sake.",BG_7_28,BG_12_10,sanskrit
BG_7_29_sa_en,जरामरणमोक्षाय मामाश्रित्य यतन्ति ये |ते ब्रह्म तद्विदुः कृत्स्नमध्यात्मं कर्म चाखिलम् |,"They who, having taken refuge in Me, strive for deliverance from old age and death know Brahma, the whole Adhyatma, and the entire field of Karma.","The devotees who worship the gods with faith and perform sacrifices, they also worship Me, O son of Kunti, performing their duties in the prescribed manner.",BG_7_29,BG_9_23,sanskrit
BG_8_2_sa_en,अधियज्ञः कथं कोऽत्र देहेऽस्मिन्मधुसूदन |प्रयाणकाले च कथं ज्ञेयोऽसि नियतात्मभिः |,"Krishna, who is Adhiyajña here and how does he dwell in the body? And how are You to be realized at the time of death by those of steadfast mind?","Through that supreme devotion he comes to know Me in reality, what and how great I am; and thereby knowing Me in essence he forthwith enters into My being.",BG_8_2,BG_18_55,sanskrit
BG_8_3_sa_en,श्रीभगवानुवाच |अक्षरं ब्रह्म परमं स्वभावोऽध्यात्ममुच्यते |भूतभावोद्भवकरो विसर्गः कर्मसंज्ञितः |,Shree Bhagavan said: The supreme Indestructible is Brahma; one’s own selfis called Adhyatma; and the cause of the origin of beings is called Karma.,"Arjuna, My birth and activities are divine. he who knows this in reality is not reborn on leaving his body, but comes to Me.",BG_8_3,BG_4_9,sanskrit
BG_8_5_sa_en,अन्तकाले च मामेव स्मरन्मुक्त्वा कलेवरम् |यः प्रयाति स मद्भावं याति नास्त्यत्र संशयः |,"Whoever, at the time of death, remembering Me alone, quits his body, he attains My being; there is no doubt about this.","He who, offering the highest love to Me, preaches the most profound gospel of the gita among my devotees, shall come to me alone, there is no doubt about it.",BG_8_5,BG_18_68,sanskrit
BG_8_6_sa_en,यं यं वापि स्मरन्भावं त्यजत्यन्ते कलेवरम् |तं तमेवैति कौन्तेय सदा तद्भावभावितः |,"Arjuna, thinking of whatever entity one leaves the body at the time of death, that and that alone one attains, being ever absorbed in its thought.","There he attains the union of intellect, born of the merits of past lives; and then he strives again, O Kurunandana, for perfection.",BG_8_6,BG_6_43,sanskrit
BG_8_7_sa_en,तस्मात्सर्वेषु कालेषु मामनुस्मर युध्य च |मय्यर्पितमनोबुद्धिर्मामेवैष्यस्यसंशयः (orसंशयम्) |,"Therefore, Arjuna, at all times remember Me and fight. With your mind and intellect dedicated to Me, you will surely come to Me without doubt.","Having restrained all the senses, even-minded everywhere, intent on the welfare of all beings verily they also come unto Me",BG_8_7,BG_12_4,sanskrit
BG_8_8_sa_en,अभ्यासयोगयुक्तेन चेतसा नान्यगामिना |परमं पुरुषं दिव्यं याति पार्थानुचिन्तयन् |,"Arjuna, he who with his mind disciplined through Yoga in the form of practice of meditation and thinking of nothing else, is constantly engaged in contemplation of God attains the supremely effulgent divine Purusha.","He who sees inaction in action, and action in inaction, is wise among men; he is a yogi, who has performed all action.",BG_8_8,BG_4_18,sanskrit
BG_8_10_sa_en,प्रयाणकाले मनसाऽचलेनभक्त्या युक्तो योगबलेन चैव |भ्रुवोर्मध्ये प्राणमावेश्य सम्यक्स तं परं पुरुषमुपैति दिव्यम् |,"At the time of departure, with a mind steady in devotion and united by the strength of yoga, firmly establishing the life force in the middle of the eyebrows, one attains that supreme divine person.","He who is able to endure the force of desire and anger born of the mind before the destruction of the body, he is a yogi and he is happy.",BG_8_10,BG_5_23,sanskrit
BG_8_11_sa_en,यदक्षरं वेदविदो वदन्तिविशन्ति यद्यतयो वीतरागाः |यदिच्छन्तो ब्रह्मचर्यं चरन्तितत्ते पदं संग्रहेण प्रवक्ष्ये |,"I shall tell you briefly about that supreme goal, which the knowers of the Veda term as the Indestructible; which striving recluses free from passion enter, and","Arjuna said: The devotees who, with their minds constantly fixed on You as shown above, adore You as possessed of form and attributes, and those who adore as the supreme Reality",BG_8_11,BG_12_1,sanskrit
BG_8_12_sa_en,सर्वद्वाराणि संयम्य मनो हृदि निरुध्य च |मूध्न्यार्धायात्मनः प्राणमास्थितो योगधारणाम् |,"Having closed all the doors of the senses, and firmly holding the mind in the cavity of the heart, and then fixing the life-breath in the head, and thus remaining steadfast in Yogic concentration on God, he who leaves the body and departs uttering the one indestructible Brahma, Om, and dwelling on Me in My absolute aspect, reaches the supreme goal.","Having attained the worlds of the righteous, the virtuous dwell there for a long time, and then the fallen yogi is born again in the house of the pure and prosperous.",BG_8_12,BG_6_41,sanskrit
BG_8_13_sa_en,ओमित्येकाक्षरं ब्रह्म व्याहरन्मामनुस्मरन् |यः प्रयाति त्यजन्देहं स याति परमां गतिम् |,"Uttering the one-syllabled Om the Brahman and remembering Me, he who departs, leaving the body, attains to the Supreme Goal.",Endowed with such faith he worship that particular deity and obtains through him without doubt his desired enjoyments as ordained by Myself.,BG_8_13,BG_7_22,sanskrit
BG_8_14_sa_en,अनन्यचेताः सततं यो मां स्मरति नित्यशः |तस्याहं सुलभः पार्थ नित्ययुक्तस्य योगिनः |,"Arjuna, whosoever always and constantly thinks of Me with undivided mind, to that Yogi ever absorbed in Me I am easily attainable.","This indeed is My lowernature; the other than this, by which the whole universe is sustained, know it to be My highernature in the form of Jiva, O Arjuna.",BG_8_14,BG_7_5,sanskrit
BG_8_15_sa_en,मामुपेत्य पुनर्जन्म दुःखालयमशाश्वतम् |नाप्नुवन्ति महात्मानः संसिद्धिं परमां गताः |,"Having attained Me, the great souls who have reached the supreme perfection do not take birth again in this miserable and temporary world.","Having attained the worlds of the righteous, the virtuous dwell there for a long time, and then the fallen yogi is born again in the house of the pure and prosperous.",BG_8_15,BG_6_41,sanskrit
BG_8_17_sa_en,सहस्रयुगपर्यन्तमहर्यद् ब्रह्मणो विदुः |रात्रिं युगसहस्रान्तां तेऽहोरात्रविदो जनाः |,"Those Yogis who know from realization Brahma’s day as covering a thousand Mahayugas, and his night as ending in a thousand Mahayugas, know the reality about time.","Shree Bhagavan said: Arjuna, behold presently in hundreds and thousands, My multifarious divine forms, of various colours and shapes.",BG_8_17,BG_11_5,sanskrit
BG_8_18_sa_en,अव्यक्ताद् व्यक्तयः सर्वाः प्रभवन्त्यहरागमे |रात्र्यागमे प्रलीयन्ते तत्रैवाव्यक्तसंज्ञके |,"All embodied beings emanate from the Unmanifestat the coming of the cosmic day; at the cosmic nightfall they merge into the same subtle body of Brahma, known as the Unmanifest.","For I am the enjoyer and also the lord of all sacrifices; but they know Me not in reality, hence they fall.",BG_8_18,BG_9_24,sanskrit
BG_8_19_sa_en,भूतग्रामः स एवायं भूत्वा भूत्वा प्रलीयते |रात्र्यागमेऽवशः पार्थ प्रभवत्यहरागमे |,"Arjuna, this multitude of beings, being born again and again, is dissolved under compulsion of its nature at the coming of the cosmic night, and rises again at the commencement of the cosmic day.","And the excellent archer, the King of Kasi and Sikhandi the Maharathi,",BG_8_19,BG_1_17,sanskrit
BG_8_20_sa_en,परस्तस्मात्तु भावोऽन्योऽव्यक्तोऽव्यक्तात्सनातनः |यः स सर्वेषु भूतेषु नश्यत्सु न विनश्यति |,"Beyond that is another, beyond the unmanifest, the eternal unmanifested. He is the Supreme Divine Person who does not perish even when all beings perish.","He, however, who takes delight in the self alone and is gratified with the Self, and is contented in the self, has no duty.",BG_8_20,BG_3_17,sanskrit
BG_8_21_sa_en,अव्यक्तोऽक्षर इत्युक्तस्तमाहुः परमां गतिम् |यं प्राप्य न निवर्तन्ते तद्धाम परमं मम |,"The same Unmanifest which has been spoken of as the Indestructible is also called the supreme Goal; that again is My supreme Abode, attaining which they return not to this mortal world.","Arjuna, whenever righteousness is on the decline, and unrighteousness is in the ascendant, then I body Myself forth.",BG_8_21,BG_4_7,sanskrit
BG_8_22_sa_en,पुरुषः स परः पार्थ भक्त्या लभ्यस्त्वनन्यया |यस्यान्तःस्थानि भूतानि येन सर्वमिदं ततम् |,"Arjuna, that eternal unmanifest supreme Purusha in whom all beings reside, and by whom all this is pervaded, is attainable only through exclusive Devotion.","He who sees inaction in action, and action in inaction, is wise among men; he is a yogi, who has performed all action.",BG_8_22,BG_4_18,sanskrit
BG_8_23_sa_en,यत्र काले त्वनावृत्तिमावृत्तिं चैव योगिनः |प्रयाता यान्ति तं कालं वक्ष्यामि भरतर्षभ |,"Arjuna, I shall now tell you the timedeparting when Yogis do not return, and the time when they do return; I shall explain both, O best of the Bharatas.","Arjuna, whenever righteousness is on the decline, and unrighteousness is in the ascendant, then I body Myself forth.",BG_8_23,BG_4_7,sanskrit
BG_8_24_sa_en,अग्निर्जोतिरहः शुक्लः षण्मासा उत्तरायणम् |तत्र प्रयाता गच्छन्ति ब्रह्म ब्रह्मविदो जनाः |,"the one is that which are stationed the all-effulgent fire-god and the deities presiding over daylight, the bright fortnight, and the six months of the northward course of the sun respectively; proceeding along it after death Yogis, who have known Brahma, being successively led by the above gods, finally reach Brahma.",Those who are vowed to gods go to the gods; those who are vowed to the manes reach the manes; those who adore the spirits reach the spirits and those who worship Me come to Me alone..,BG_8_24,BG_9_25,sanskrit
BG_8_27_sa_en,नैते सृती पार्थ जानन्योगी मुह्यति कश्चन |तस्मात्सर्वेषु कालेषु योगयुक्तो भवार्जुन |,"Knowing thus the secret of these two paths, O son of Kunti, no Yogi gets deluded. Therefore, Arjuna, at all times be steadfast in Yoga in the form of equanimity.","He who sees inaction in action, and action in inaction, is wise among men; he is a yogi, who has performed all action.",BG_8_27,BG_4_18,sanskrit
BG_8_28_sa_en,वेदेषु यज्ञेषु तपःसु चैवदानेषु यत्पुण्यफलं प्रदिष्टम् |अत्येति तत्सर्वमिदं विदित्वायोगी परं स्थानमुपैति चाद्यम् |,"The Yogi, realizing this profound truth, doubtless transcends all the rewards, ascribed in the scriptures to the study of the Vedas, as well as to the performance of sacrifices, austerities and charities, and attains the beginningless supreme state.","He who sees inaction in action, and action in inaction, is wise among men; he is a yogi, who has performed all action.",BG_8_28,BG_4_18,sanskrit
BG_9_3_sa_en,अश्रद्दधानाः पुरुषा धर्मस्यास्य परन्तप |अप्राप्य मां निवर्तन्ते मृत्युसंसारवर्त्मनि |,"O Arjuna, those who have no faith in this dharma, O conqueror of enemies, they do not attain Me, but return to the cycle of birth and death.","Arjuna, whenever righteousness is on the decline, and unrighteousness is in the ascendant, then I body Myself forth.",BG_9_3,BG_4_7,sanskrit
BG_9_4_sa_en,मया ततमिदं सर्वं जगदव्यक्तमूर्तिना |मत्स्थानि सर्वभूतानि न चाहं तेष्ववस्थितः |,"The whole of this universe is permeated by Me as unmanifest Divinity, and all beings rest on the idea within Me. Therefore, really speaking, I am not present in them.","He who sees Mepresent in all beings, and all beings existing within Me, never loses sight of Me, and I never lose sight of him.",BG_9_4,BG_6_30,sanskrit
BG_9_5_sa_en,न च मत्स्थानि भूतानि पश्य मे योगमैश्वरम् |भूतभृन्न च भूतस्थो ममात्मा भूतभावनः |,"Not in beings do I abide, behold My divine Yoga power. I am the sustainer and creator of beings, yet My Self is not in them.","The Yogi who is established in union with Me, and worships Me as residing in all beings; abides in Me; no matter what he does.",BG_9_5,BG_6_31,sanskrit
BG_9_6_sa_en,यथाकाशस्थितो नित्यं वायुः सर्वत्रगो महान् |तथा सर्वाणि भूतानि मत्स्थानीत्युपधारय |,"Just as the extensive air, which is moving everywhere,ever remains in ether, likewise know that all beingsabide in Me.","It has hands and feet on all sides, eyes, head and mouth in all directions, and ears all round; for it stands pervading all in the universe.",BG_9_6,BG_13_14,sanskrit
BG_9_7_sa_en,सर्वभूतानि कौन्तेय प्रकृतिं यान्ति मामिकाम् |कल्पक्षये पुनस्तानि कल्पादौ विसृजाम्यहम् |,"Arjuna, during the Final Dissolution all beings enter My Prakrti, and at the beginning of creation, I send them forth again.","Arjuna, know that all beings have evolved from this twofold Prakrti, and that I am the source of the entire creation, and into Me again it disappears.",BG_9_7,BG_7_6,sanskrit
BG_9_8_sa_en,प्रकृतिं स्वामवष्टभ्य विसृजामि पुनः पुनः |भूतग्राममिमं कृत्स्नमवशं प्रकृतेर्वशात् |,"Wielding My Nature I release, again and again,all this multitude of beings subject to the influence of their own nature.","There he attains the union of intellect, born of the merits of past lives; and then he strives again, O Kurunandana, for perfection.",BG_9_8,BG_6_43,sanskrit
BG_9_9_sa_en,न च मां तानि कर्माणि निबध्नन्ति धनञ्जय |उदासीनवदासीनमसक्तं तेषु कर्मसु |,"Arjuna, those actions, however, do not bind Me, unattached as I am to such actions and standing apart as it were.","Since I have no craving for the fruit of actions; actions do not contaminate Me, Even he who thus knows Me in reality is not bound by actions.",BG_9_9,BG_4_14,sanskrit
BG_9_10_sa_en,मयाध्यक्षेण प्रकृतिः सूयते सचराचरम् |हेतुनानेन कौन्तेय जगद्विपरिवर्तते |,"Arjuna; with Me as the supervisor, Nature brings forth the whole creation, consisting of both sentient and insentient beings; it is due to this cause that the wheel of Samsara is going round.","This indeed is My lowernature; the other than this, by which the whole universe is sustained, know it to be My highernature in the form of Jiva, O Arjuna.",BG_9_10,BG_7_5,sanskrit
BG_9_11_sa_en,अवजानन्ति मां मूढा मानुषीं तनुमाश्रितम् |परं भावमजानन्तो मम भूतमहेश्वरम् |,"Fools, not knowing My supreme nature, think low of Me, the Overlord of the entire creation, who have put on the human semblance..","For I am the enjoyer and also the lord of all sacrifices; but they know Me not in reality, hence they fall.",BG_9_11,BG_9_24,sanskrit
BG_9_12_sa_en,मोघाशा मोघकर्माणो मोघज्ञाना विचेतसः |राक्षसीमासुरीं चैव प्रकृतिं मोहिनीं श्रिताः |,"Those who have deluded minds, engaged in fruitless hopes, fruitless actions, and fruitless knowledge, are attached to the demonic, demoniac, and deluding modes of nature.","And the excellent archer, the King of Kasi and Sikhandi the Maharathi,",BG_9_12,BG_1_17,sanskrit
BG_9_13_sa_en,महात्मानस्तु मां पार्थ दैवीं प्रकृतिमाश्रिताः |भजन्त्यनन्यमनसो ज्ञात्वा भूतादिमव्ययम् |,"On the other hand, Arjuna, great souls who have embraced the divine nature, knowing Me as the prime source of all lives and the imperishable eternal, worship Me constantly with none else in mind.","This indeed is My lowernature; the other than this, by which the whole universe is sustained, know it to be My highernature in the form of Jiva, O Arjuna.",BG_9_13,BG_7_5,sanskrit
